Country,StockCode,Description,Amount,Rank
EIRE,22435,SET OF 9 HEART SHAPED BALLOONS,60.0,786.5
Spain,22178,VICTORIAN GLASS HANGING T-LIGHT,60.0,185.0
Switzerland,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,60.0,242.0
EIRE,22892,SET OF SALT AND PEPPER TOADSTOOLS,60.0,786.5
Belgium,23289,DOLLY GIRL CHILDRENS BOWL,60.0,153.0
Switzerland,21124,SET/10 BLUE POLKADOT PARTY CANDLES,60.0,242.0
Belgium,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,60.0,153.0
Norway,23480,MINI LIGHTS WOODLAND MUSHROOMS,60.0,160.0
Hong Kong,21948,SET OF 6 CAKE CHOPSTICKS,60.0,58.0
Belgium,21124,SET/10 BLUE POLKADOT PARTY CANDLES,60.0,153.0
France,20866,BLUE ROSE FABRIC MIRROR,60.0,575.5
EIRE,23350,ROLL WRAP VINTAGE SPOT ,60.0,786.5
EIRE,21993,FLORAL FOLK STATIONERY SET,60.0,786.5
EIRE,35646,VINTAGE BEAD PINK EVENING BAG,60.0,786.5
Portugal,21121,SET/10 RED POLKADOT PARTY CANDLES,60.0,137.0
Japan,22585,PACK OF 6 BIRDY GIFT TAGS,60.0,133.5
Portugal,21124,SET/10 BLUE POLKADOT PARTY CANDLES,60.0,137.0
Portugal,21125,SET 6 FOOTBALL CELEBRATION CANDLES,60.0,137.0
EIRE,23226,FILIGREE HEART DAISY WHITE,60.0,786.5
Norway,22727,ALARM CLOCK BAKELIKE RED ,60.0,160.0
France,23352,ROLL WRAP 50'S RED CHRISTMAS ,60.0,575.5
Cyprus,22297,HEART IVORY TRELLIS SMALL,60.0,30.5
Singapore,23181,BULL DOG BOTTLE TOP WALL CLOCK,60.0,52.5
Singapore,23211,RED ROCKING HORSE HAND PAINTED,60.0,52.5
Singapore,23212,HEART WREATH DECORATION WITH BELL,60.0,52.5
Singapore,23218,LAUREL STAR ANTIQUE GOLD,60.0,52.5
Cyprus,22294,HEART FILIGREE DOVE  SMALL,60.0,30.5
Iceland,23162,REGENCY TEA STRAINER,60.0,18.5
Spain,22675,FRENCH KITCHEN SIGN BLUE METAL,60.0,185.0
Singapore,23266,SET OF 3 WOODEN STOCKING DECORATION,60.0,52.5
Japan,20979,36 PENCILS TUBE RED RETROSPOT,60.0,133.5
EIRE,23438, RED SPOT GIFT BAG LARGE,60.0,786.5
Spain,22670,FRENCH WC SIGN BLUE METAL,60.0,185.0
Cyprus,22128,PARTY CONES CANDY ASSORTED,60.0,30.5
Germany,22550,HOLIDAY FUN LUDO,60.0,685.0
Iceland,22728,ALARM CLOCK BAKELIKE PINK,60.0,18.5
Iceland,22726,ALARM CLOCK BAKELIKE GREEN,60.0,18.5
Germany,22570,FELTCRAFT CUSHION RABBIT,60.0,685.0
Germany,21718,RED METAL BEACH SPADE ,60.0,685.0
EIRE,23349,ROLL WRAP VINTAGE CHRISTMAS,60.0,786.5
Japan,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,60.0,133.5
Switzerland,22728,ALARM CLOCK BAKELIKE PINK,60.0,242.0
Singapore,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,60.0,52.5
Norway,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,60.0,160.0
Finland,23480,MINI LIGHTS WOODLAND MUSHROOMS,60.0,58.0
Singapore,20971,PINK BLUE FELT CRAFT TRINKET BOX,60.0,52.5
Singapore,20972,PINK CREAM FELT CRAFT TRINKET BOX ,60.0,52.5
EIRE,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,60.0,786.5
Germany,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,60.0,685.0
Germany,84509B,SET OF 4 FAIRY CAKE PLACEMATS,60.0,685.0
Australia,23497,CLASSIC CHROME BICYCLE BELL ,60.0,436.5
Sweden,21124,SET/10 BLUE POLKADOT PARTY CANDLES,60.0,111.5
Sweden,21122,SET/10 PINK POLKADOT PARTY CANDLES,60.0,111.5
Singapore,21809,CHRISTMAS HANGING TREE WITH BELL,60.0,52.5
Singapore,21810,CHRISTMAS HANGING STAR WITH BELL,60.0,52.5
EIRE,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,60.0,786.5
EIRE,21868,POTTING SHED TEA MUG,60.0,786.5
Cyprus,85131A,BEADED PEARL HEART WHITE ON STICK,60.0,30.5
Norway,22975,SPACEBOY CHILDRENS EGG CUP,60.0,160.0
Norway,21121,SET/10 RED POLKADOT PARTY CANDLES,60.0,160.0
EIRE,23564,EGG CUP MILKMAID INGRID,60.0,786.5
Switzerland,22619,SET OF 6 SOLDIER SKITTLES,60.0,242.0
EIRE,21913,VINTAGE SEASIDE JIGSAW PUZZLES,60.0,786.5
EIRE,23565,EGG CUP MILKMAID HELGA ,60.0,786.5
EIRE,23566,EGG CUP MILKMAID HEIDI,60.0,786.5
Germany,47585A,PINK FAIRY CAKE CUSHION COVER,60.0,685.0
Germany,22279,POCKET BAG BLUE PAISLEY RED SPOT,60.0,685.0
Channel Islands,84978,HANGING HEART JAR T-LIGHT HOLDER,60.0,80.0
Cyprus,84836,ZINC METAL HEART DECORATION,60.0,30.5
Belgium,22966,GINGERBREAD MAN COOKIE CUTTER,60.0,153.0
EIRE,23330,DECORATIVE WICKER HEART MEDIUM,60.0,786.5
Switzerland,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,60.0,242.0
Portugal,20977,36 PENCILS TUBE WOODLAND,60.0,137.0
Germany,23438, RED SPOT GIFT BAG LARGE,60.0,685.0
EIRE,23437, 50'S CHRISTMAS GIFT BAG LARGE,60.0,786.5
Spain,21123,SET/10 IVORY POLKADOT PARTY CANDLES,60.0,185.0
Norway,22619,SET OF 6 SOLDIER SKITTLES,60.0,160.0
France,21888,BINGO SET,60.0,575.5
France,21892,TRADITIONAL WOODEN CATCH CUP GAME ,60.0,575.5
Cyprus,22109,FULL ENGLISH BREAKFAST PLATE,60.0,30.5
Switzerland,23076,ICE CREAM SUNDAE LIP GLOSS,60.0,242.0
France,20675,BLUE POLKADOT BOWL,60.0,575.5
Australia,84378,SET OF 3 HEART COOKIE CUTTERS,60.0,436.5
Greece,21616,4 PEAR BOTANICAL DINNER CANDLES,60.0,27.5
France,21912,VINTAGE SNAKES & LADDERS,60.0,575.5
Greece,21615,4 LAVENDER BOTANICAL DINNER CANDLES,60.0,27.5
Channel Islands,84836,ZINC METAL HEART DECORATION,60.0,80.0
EIRE,23393,HOME SWEET HOME CUSHION COVER ,60.0,786.5
Norway,21870,I CAN ONLY PLEASE ONE PERSON MUG,60.0,160.0
France,21913,VINTAGE SEASIDE JIGSAW PUZZLES,60.0,575.5
Germany,22750,FELTCRAFT PRINCESS LOLA DOLL,60.0,685.0
Norway,84519B,CARROT CHARLIE+LOLA COASTER SET,60.0,160.0
Japan,23196,VINTAGE LEAF MAGNETIC NOTEPAD,60.0,133.5
Germany,20978,36 PENCILS TUBE SKULLS,60.0,685.0
Iceland,21791,VINTAGE HEADS AND TAILS CARD GAME ,60.0,18.5
Switzerland,85049D,BRIGHT BLUES RIBBONS ,60.0,242.0
United Kingdom,84805A,CREAM CLIMBING HYDRANGA ART FLOWER,60.0,3339.5
France,21949,SET OF 6 STRAWBERRY CHOPSTICKS,60.0,575.5
Germany,22751,FELTCRAFT PRINCESS OLIVIA DOLL,60.0,685.0
Norway,84519A,TOMATO CHARLIE+LOLA COASTER SET,60.0,160.0
United Kingdom,23497,CLASSIC CROME BICYCLE BELL ,60.0,3339.5
Spain,47590B,PINK HAPPY BIRTHDAY BUNTING,59.949999999999996,188.0
Spain,22504,CABIN BAG VINTAGE RETROSPOT,59.9,189.0
EIRE,84616,SILVER ROCCOCO CHANDELIER,59.9,797.0
France,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,59.88000000000001,581.0
France,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,59.85,582.0
United Kingdom,90206A,GOLD DIAMANTE STAR BROOCH,59.80000000000001,3341.0
Denmark,22846,BREAD BIN DINER STYLE RED ,59.8,77.0
Denmark,22849,BREAD BIN DINER STYLE MINT,59.8,77.0
Lebanon,22846,BREAD BIN DINER STYLE RED ,59.8,7.5
Norway,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,59.8,167.0
Switzerland,85099F,JUMBO BAG STRAWBERRY,59.8,246.0
Austria,22849,BREAD BIN DINER STYLE MINT,59.8,27.0
Cyprus,23472, NINE DRAWER OFFICE TIDY,59.8,34.0
Spain,22386,JUMBO BAG PINK POLKADOT,59.8,190.0
EIRE,21627,ELEPHANT CARNIVAL POUFFE,59.8,798.5
United Kingdom,22849,"BREAD BIN, DINER STYLE, MINT",59.8,3342.5
Denmark,22848,BREAD BIN DINER STYLE PINK,59.8,77.0
EIRE,23458,DOLLY CABINET 3 DRAWERS ,59.8,798.5
France,22838,3 TIER CAKE TIN RED AND CREAM,59.8,583.0
United Kingdom,22847,"BREAD BIN, DINER STYLE, IVORY",59.8,3342.5
Lebanon,21781,MA CAMPAGNE CUTLERY BOX,59.8,7.5
United Kingdom,23629,SET 10 CARDS DRESSING UP 17077,59.76000000000001,3344.0
Belgium,23319,BOX OF 6 MINI 50'S CRACKERS,59.760000000000005,158.0
EIRE,23319,BOX OF 6 MINI 50'S CRACKERS,59.760000000000005,800.0
EIRE,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,59.76,801.5
France,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,59.76,584.0
EIRE,23144,ZINC T-LIGHT HOLDER STARS SMALL,59.76,801.5
Germany,35810A,ENAMEL PINK COFFEE CONTAINER,59.76,692.0
EIRE,23432,PRETTY HANGING QUILTED HEARTS,59.75999999999999,803.0
Denmark,23293,SET OF 12 FAIRY CAKE BAKING CASES,59.75999999999999,79.0
Spain,22180,RETROSPOT LAMP,59.7,191.0
Channel Islands,21217,RED RETROSPOT ROUND CAKE TINS,59.699999999999996,84.0
Germany,23317,BLUE REFECTORY CLOCK ,59.699999999999996,693.0
Channel Islands,22829,SWEETHEART WIRE WALL TIDY,59.699999999999996,84.0
EIRE,23316,RED REFECTORY CLOCK ,59.699999999999996,804.0
Belgium,22634,CHILDS BREAKFAST SET SPACEBOY ,59.699999999999996,159.0
Cyprus,22501,PICNIC BASKET WICKER LARGE,59.699999999999996,35.5
Switzerland,22501,PICNIC BASKET WICKER LARGE,59.699999999999996,247.5
Spain,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,59.699999999999996,192.0
Bahrain,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,59.699999999999996,4.0
Portugal,22618,COOKING SET RETROSPOT,59.699999999999996,140.5
Malta,22796,PHOTO FRAME 3 CLASSIC HANGING,59.699999999999996,5.0
Portugal,22968,ROSE COTTAGE KEEPSAKE BOX ,59.699999999999996,140.5
Cyprus,23173,REGENCY TEAPOT ROSES ,59.699999999999996,35.5
Channel Islands,22607,WOODEN ROUNDERS GARDEN SET ,59.699999999999996,84.0
Switzerland,23315,IVORY REFECTORY CLOCK,59.699999999999996,247.5
France,23397,FOOT STOOL HOME SWEET HOME ,59.699999999999996,585.0
Finland,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,59.699999999999996,59.0
United Kingdom,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,59.650000000000006,3345.0
Germany,16016,LARGE CHINESE STYLE SCISSOR,59.5,694.5
France,22595,GINGHAM HEART DECORATION,59.5,586.0
EIRE,20724,RED RETROSPOT CHARLOTTE BAG,59.5,805.5
Finland,84916,HAND TOWEL PALE BLUE W FLOWERS,59.5,60.0
Portugal,85014A,BLACK/BLUE POLKADOT UMBRELLA,59.5,142.0
EIRE,20723,STRAWBERRY CHARLOTTE BAG,59.5,805.5
Germany,22114,HOT WATER BOTTLE TEA AND SYMPATHY,59.5,694.5
Switzerland,23204,CHARLOTTE BAG APPLES DESIGN,59.5,249.0
France,22601,CHRISTMAS RETROSPOT ANGEL WOOD,59.49999999999999,587.0
United Kingdom,84531B,BLUE KNITTED EGG COSY,59.480000000000004,3346.0
France,46000S,POLYESTER FILLER PAD 40x40cm,59.449999999999996,588.0
Germany,23057,BEADED CHANDELIER T-LIGHT HOLDER,59.400000000000006,698.0
Norway,37500,TEA TIME TEAPOT IN GIFT BOX,59.400000000000006,171.0
Channel Islands,47566B,TEA TIME PARTY BUNTING,59.400000000000006,86.5
Norway,22505,MEMO BOARD COTTAGE DESIGN,59.400000000000006,171.0
Germany,22325,MOBILE VINTAGE HEARTS ,59.400000000000006,698.0
Finland,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,59.400000000000006,62.5
Italy,22939,APRON APPLE DELIGHT,59.400000000000006,68.5
Lebanon,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,59.400000000000006,9.0
EIRE,23184,BULL DOG BOTTLE OPENER,59.400000000000006,809.0
Israel,22914,BLUE COAT RACK PARIS FASHION,59.400000000000006,34.5
Norway,23127,FELTCRAFT GIRL NICOLE KIT,59.400000000000006,171.0
Italy,37500,TEA TIME TEAPOT IN GIFT BOX,59.400000000000006,68.5
Finland,47566,PARTY BUNTING,59.400000000000006,62.5
Spain,37500,TEA TIME TEAPOT IN GIFT BOX,59.400000000000006,193.5
Germany,22939,ADULT APRON APPLE DELIGHT,59.400000000000006,698.0
Israel,23245,SET OF 3 REGENCY CAKE TINS,59.400000000000006,34.5
Germany,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,59.400000000000006,698.0
Norway,23298,SPOTTY BUNTING,59.400000000000006,171.0
Norway,21533,RETROSPOT LARGE MILK JUG,59.400000000000006,171.0
Portugal,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",59.400000000000006,144.0
France,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,59.400000000000006,590.5
EIRE,22939,ADULT APRON APPLE DELIGHT,59.400000000000006,809.0
France,21622,VINTAGE UNION JACK CUSHION COVER,59.400000000000006,590.5
EIRE,47566B,TEA TIME PARTY BUNTING,59.400000000000006,809.0
EIRE,85232D,SET/3 DECOUPAGE STACKING TINS,59.400000000000006,809.0
Channel Islands,22507,MEMO BOARD RETROSPOT  DESIGN,59.400000000000006,86.5
Hong Kong,23245,SET OF 3 REGENCY CAKE TINS,59.400000000000006,60.5
Belgium,22139,RETROSPOT TEA SET CERAMIC 11 PC ,59.400000000000006,161.0
EIRE,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,59.400000000000006,809.0
Germany,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,59.400000000000006,698.0
Finland,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",59.400000000000006,62.5
France,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,59.400000000000006,590.5
Singapore,23298,SPOTTY BUNTING,59.400000000000006,58.0
Belgium,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",59.400000000000006,161.0
Denmark,47566,PARTY BUNTING,59.400000000000006,80.0
United Arab Emirates,22139,RETROSPOT TEA SET CERAMIC 11 PC ,59.400000000000006,8.0
Finland,22628,PICNIC BOXES SET OF 3 RETROSPOT ,59.400000000000006,62.5
Hong Kong,21246,RED RETROSPOT BIG BOWL,59.400000000000006,60.5
Cyprus,23245,SET OF 3 REGENCY CAKE TINS,59.400000000000006,37.0
Switzerland,21682,LARGE MEDINA STAMPED METAL BOWL ,59.400000000000006,250.0
Norway,82581,TOILET METAL SIGN,59.400000000000006,171.0
Portugal,22471,TV DINNER TRAY AIR HOSTESS ,59.400000000000006,144.0
Australia,23355,HOT WATER BOTTLE KEEP CALM,59.400000000000006,438.0
France,22325,MOBILE VINTAGE HEARTS ,59.400000000000006,590.5
Norway,47566,PARTY BUNTING,59.400000000000006,171.0
Spain,21246,RED RETROSPOT BIG BOWL,59.400000000000006,193.5
Japan,84880,WHITE WIRE EGG HOLDER,59.400000000000006,136.0
Italy,21533,RETROSPOT LARGE MILK JUG,59.400000000000006,68.5
United Kingdom,23537,I LOVE LONDON WALL ART,59.400000000000006,3347.0
Portugal,23357,HOT WATER BOTTLE SEX BOMB,59.400000000000006,144.0
Belgium,21533,RETROSPOT LARGE MILK JUG,59.400000000000006,161.0
Italy,21622,VINTAGE UNION JACK CUSHION COVER,59.400000000000006,68.5
Spain,22652,TRAVEL SEWING KIT,59.4,196.0
Spain,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,59.4,196.0
Hong Kong,22556,PLASTERS IN TIN CIRCUS PARADE ,59.4,63.5
Hong Kong,22551,PLASTERS IN TIN SPACEBOY,59.4,63.5
Belgium,21770,OPEN CLOSED METAL SIGN,59.4,163.0
Hong Kong,22553,PLASTERS IN TIN SKULLS,59.4,63.5
Lithuania,22307,GOLD MUG BONE CHINA TREE OF LIFE,59.4,13.5
Hong Kong,22554,PLASTERS IN TIN WOODLAND ANIMALS,59.4,63.5
Spain,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,59.4,196.0
Japan,23188,VINTAGE  2 METER FOLDING RULER,59.4,137.5
Japan,22242,5 HOOK HANGER MAGIC TOADSTOOL,59.4,137.5
Lithuania,22306,SILVER MUG BONE CHINA TREE OF LIFE,59.4,13.5
Finland,22554,PLASTERS IN TIN WOODLAND ANIMALS,59.39999999999999,65.5
Germany,21207,SKULL AND CROSSBONES  GARLAND ,59.39999999999999,704.0
Belgium,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,59.39999999999999,164.5
Germany,23171,REGENCY TEA PLATE GREEN ,59.39999999999999,704.0
Germany,23172,REGENCY TEA PLATE PINK,59.39999999999999,704.0
Switzerland,21328,BALLOONS  WRITING SET ,59.39999999999999,252.0
Belgium,22759,SET OF 3 NOTEBOOKS IN PARCEL,59.39999999999999,164.5
France,21198,WHITE HEART CONFETTI IN TUBE,59.39999999999999,593.5
Channel Islands,22185,SLATE TILE NATURAL HANGING,59.39999999999999,88.5
Italy,22555,PLASTERS IN TIN STRONGMAN,59.39999999999999,71.5
Norway,23571,TRADITIONAL NAUGHTS & CROSSES,59.39999999999999,175.5
Finland,22556,PLASTERS IN TIN CIRCUS PARADE ,59.39999999999999,65.5
Australia,23300,GARDENERS KNEELING PAD CUP OF TEA ,59.39999999999999,439.5
Austria,22557,PLASTERS IN TIN VINTAGE PAISLEY ,59.39999999999999,28.5
Germany,22067,CHOC TRUFFLE GOLD TRINKET POT ,59.39999999999999,704.0
United Kingdom,23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.39999999999999,3348.0
EIRE,22906,12 MESSAGE CARDS WITH ENVELOPES,59.39999999999999,814.5
EIRE,23329,DECORATIVE WICKER HEART LARGE,59.39999999999999,814.5
Spain,22555,PLASTERS IN TIN STRONGMAN,59.39999999999999,198.0
EIRE,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,59.39999999999999,814.5
Austria,22554,PLASTERS IN TIN WOODLAND ANIMALS,59.39999999999999,28.5
Switzerland,22329,ROUND CONTAINER SET OF 5 RETROSPOT,59.39999999999999,252.0
Germany,23031,DRAWER KNOB CRACKLE GLAZE PINK,59.39999999999999,704.0
Germany,21328,BALLOONS  WRITING SET ,59.39999999999999,704.0
EIRE,84949,SILVER HANGING T-LIGHT HOLDER,59.39999999999999,814.5
Switzerland,22972,CHILDREN'S SPACEBOY MUG,59.39999999999999,252.0
Channel Islands,22557,PLASTERS IN TIN VINTAGE PAISLEY ,59.39999999999999,88.5
Australia,22310,IVORY KNITTED MUG COSY ,59.39999999999999,439.5
Poland,22469,HEART OF WICKER SMALL,59.39999999999999,32.0
France,22329,ROUND CONTAINER SET OF 5 RETROSPOT,59.39999999999999,593.5
EIRE,22185,SLATE TILE NATURAL HANGING,59.39999999999999,814.5
Norway,21832,CHOCOLATE CALCULATOR,59.39999999999999,175.5
EIRE,23340,VINTAGE CHRISTMAS CAKE FRILL,59.39999999999999,814.5
Germany,22561,WOODEN SCHOOL COLOURING SET,59.39999999999999,704.0
Italy,23332,IVORY WICKER HEART LARGE,59.39999999999999,71.5
United Kingdom,90118,PINK DAISY BAG CHARM,59.34000000000001,3349.0
United Kingdom,17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,59.339999999999996,3350.0
EIRE,22161,HEART DECORATION RUSTIC HANGING ,59.28,818.0
France,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,59.00000000000001,595.0
United Kingdom,79071B,ENGLISH ROSE METAL WASTE BIN,59.00000000000001,3351.0
Belgium,21936,RED RETROSPOT PICNIC BAG,59.0,166.5
EIRE,85055,FRENCH ENAMEL UTENSIL HOLDER,59.0,819.5
Belgium,21937,STRAWBERRY   PICNIC BAG,59.0,166.5
EIRE,22669,RED BABY BUNTING ,59.0,819.5
Germany,22669,RED BABY BUNTING ,59.0,708.0
France,82582,AREA PATROLLED METAL SIGN,58.800000000000004,596.0
Germany,47599B,BLUE PARTY BAGS ,58.800000000000004,709.0
Norway,22899,CHILDREN'S APRON DOLLY GIRL ,58.800000000000004,177.0
France,23506,MINI PLAYING CARDS SPACEBOY ,58.8,597.0
Norway,16014,SMALL CHINESE STYLE SCISSOR,58.8,178.0
Germany,22381,TOY TIDY PINK POLKADOT,58.8,710.5
Germany,22380,TOY TIDY SPACEBOY  ,58.8,710.5
EIRE,22228,BUNNY WOODEN PAINTED WITH BIRD ,58.68,821.0
Netherlands,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,58.660000000000004,601.0
Cyprus,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,58.64999999999999,38.0
United Kingdom,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,58.64999999999999,3352.5
United Kingdom,90098,NECKLACE+BRACELET PINK BUTTERFLY,58.64999999999999,3352.5
United Kingdom,90177C,DROP DIAMANTE EARRINGS CRYSTAL,58.529999999999994,3354.0
EIRE,22131,FOOD CONTAINER SET 3 LOVE HEART ,58.5,822.0
Poland,22989,SET 2 PANTRY DESIGN TEA TOWELS,58.5,33.0
France,20684,STRAWBERRY DREAM CHILDS UMBRELLA,58.5,598.5
Singapore,20682,RED RETROSPOT CHILDRENS UMBRELLA,58.5,59.0
France,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,58.5,598.5
EIRE,22696,WICKER WREATH LARGE,58.49999999999999,823.0
Spain,21891,TRADITIONAL WOODEN SKIPPING ROPE,58.49999999999999,199.0
United Kingdom,90190C,SILVER/AMETHYST DROP EARRINGS LEAF,58.429999999999986,3355.0
EIRE,21484,CHICK GREY HOT WATER BOTTLE,58.400000000000006,824.0
France,21872,GLAMOROUS  MUG,58.38,600.0
France,21166,COOK WITH WINE METAL SIGN ,58.24,601.0
EIRE,84997C,CHILDRENS CUTLERY POLKADOT BLUE,58.1,825.5
EIRE,84997D,CHILDRENS CUTLERY POLKADOT PINK,58.1,825.5
France,35953,FOLKART STAR CHRISTMAS DECORATIONS,58.08,602.0
United Kingdom,72802a,ROSE SCENT CANDLE IN JEWELLED BOX,58.029999999999994,3356.0
Spain,85144,JARDIN ETCHED GLASS CHEESE DISH,58.0,200.0
EIRE,22897,OVEN MITT APPLES DESIGN,58.0,827.0
Singapore,22469,HEART OF WICKER SMALL,58.0,60.0
France,22897,OVEN MITT APPLES DESIGN,58.0,603.0
United Kingdom,16046,TEATIME PEN CASE & PENS,57.80000000000001,3357.0
Spain,23247,BISCUIT TIN 50'S CHRISTMAS,57.8,201.0
Portugal,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,57.8,146.0
EIRE,23050,RECYCLED ACAPULCO MAT GREEN,57.75,828.0
United Kingdom,90210A,GREY ACRYLIC FACETED BANGLE,57.54999999999999,3358.0
Spain,23213,STAR WREATH DECORATION WITH BELL,57.5,202.0
United Kingdom,84597C,RETRO PINK BALL ASHTRAY ,57.5,3360.0
United Kingdom,84466,TOP SECRET PEN SET,57.5,3360.0
United Kingdom,16161G,WRAP BAD HAIR DAY,57.5,3360.0
United Kingdom,90103,PURPLE FRANGIPANI NECKLACE,57.35999999999999,3362.0
United Kingdom,85006,SET 4 NURSERY DES ROUND BOXES,57.25,3363.0
United Kingdom,90214J,"LETTER ""J"" BLING KEY RING",57.20999999999995,3364.0
USA,23366,SET 12 COLOURING PENCILS DOILY,57.2,8.0
Portugal,23014,GLASS APOTHECARY BOTTLE ELIXIR,57.2,147.0
Germany,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,57.2,712.0
Spain,22845,VINTAGE CREAM CAT FOOD CONTAINER,57.15,203.0
United Kingdom,72134,COLUMBIAN  CUBE CANDLE ,56.92,3365.0
Australia,22024,RAINY LADIES BIRTHDAY CARD,56.879999999999995,442.0
Australia,22027,TEA PARTY BIRTHDAY CARD,56.879999999999995,442.0
Singapore,22346,PARTY PIZZA DISH GREEN POLKADOT,56.879999999999995,61.0
Australia,22716,CARD CIRCUS PARADE,56.879999999999995,442.0
United Kingdom,90108,BLUE BLOSSOM HAIR CLIP,56.760000000000005,3366.0
France,82600,NO SINGING METAL SIGN,56.7,604.0
Germany,16235,RECYCLED PENCIL WITH RABBIT ERASER,56.7,713.0
United Kingdom,90199B,5 STRAND GLASS NECKLACE AMETHYST,56.59,3367.0
France,23198,PANTRY MAGNETIC  SHOPPING LIST,56.55,605.0
United Kingdom,44236,PINK/PURPLE CIRCLE CURTAIN,56.52000000000001,3368.0
EIRE,85032D,YULETIDE IMAGES GIFT WRAP SET,56.400000000000006,829.0
France,23133,LARGE IVORY HEART WALL ORGANISER,56.4,606.0
Switzerland,22366,DOORMAT AIRMAIL ,56.25,254.0
Cyprus,22270,HAPPY EASTER HANGING DECORATION,56.25,39.0
Portugal,20718,RED RETROSPOT SHOPPER BAG,56.25,148.0
United Kingdom,23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,56.23,3369.0
Netherlands,22094,RED RETROSPOT TISSUE BOX,56.160000000000004,602.5
France,23154,SET OF 4 JAM JAR MAGNETS,56.160000000000004,607.0
Germany,22094,RED RETROSPOT TISSUE BOX,56.160000000000004,714.0
Netherlands,22100,SKULLS SQUARE TISSUE BOX,56.160000000000004,602.5
Japan,23380,PACK OF 12 VINTAGE DOILY TISSUES,56.160000000000004,139.0
EIRE,21209,MULTICOLOUR HONEYCOMB FAN,56.16,830.0
Finland,21395,BLUE POLKADOT BEAKER ,56.16,67.0
United Kingdom,90038A,GLASS AND PAINTED BEADS BRACELET TO,56.14999999999999,3370.0
Germany,21933,PINK VINTAGE PAISLEY PICNIC BAG,56.1,715.0
Portugal,22561,WOODEN SCHOOL COLOURING SET,56.099999999999994,149.0
Italy,22583,PACK OF 6 HANDBAG GIFT BOXES,56.099999999999994,73.0
France,22571,ROCKING HORSE RED CHRISTMAS ,56.099999999999994,608.5
France,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,56.099999999999994,608.5
United Kingdom,84461,12 PINK HEN+CHICKS IN BASKET,56.09999999999999,3371.0
Germany,22698,PINK REGENCY TEACUP AND SAUCER,56.05000000000001,716.0
United Kingdom,71495B,CD WALL TIDY RED FLOWERS,56.01,3372.0
France,22837,HOT WATER BOTTLE BABUSHKA ,55.800000000000004,610.0
Australia,35004B,SET OF 3 BLACK FLYING DUCKS,55.800000000000004,444.0
Iceland,20780,BLACK EAR MUFF HEADPHONES,55.800000000000004,21.0
United Kingdom,90050,CRACKED GLAZE NECKLACE IVORY,55.720000000000006,3373.0
United Kingdom,84679,CLASSICAL ROSE TABLE LAMP,55.7,3374.0
Finland,21981,PACK OF 12 WOODLAND TISSUES ,55.67999999999999,68.0
Japan,21980,PACK OF 12 RED RETROSPOT TISSUES ,55.67999999999999,140.0
Spain,22840,ROUND CAKE TIN VINTAGE RED,55.650000000000006,204.0
Germany,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,55.52,717.0
